location,month,pLocalTransmissionAve,pLocalTransmissionMin,pLocalTransmissionMax,localcases
Norfolk,03/01/2014 12:00:00 AM,0,0,0,0
Philadelphia,03/01/2014 12:00:00 AM,0,0,0,0
Pittsburgh,03/01/2014 12:00:00 AM,0,0,0,0
Porlamar,03/01/2014 12:00:00 AM,0,0,0,0
Pensacola,03/01/2014 12:00:00 AM,0.01,0,0.07,0
Trinidad & Tobago,03/01/2014 12:00:00 AM,0.88,0.18,1,0
Guadeloupe,03/01/2014 12:00:00 AM,1,1,1,1
Panama City,03/01/2014 12:00:00 AM,0.35,0.03,0.71,0
Providence,03/01/2014 12:00:00 AM,0,0,0,0
Recife,03/01/2014 12:00:00 AM,0,0,0,0
Richmond,03/01/2014 12:00:00 AM,0,0,0,0
"Rochester, NY, US",03/01/2014 12:00:00 AM,0,0,0,0
San Diego,03/01/2014 12:00:00 AM,0.01,0,0.1,0
San Pedro Sula,03/01/2014 12:00:00 AM,0.02,0,0.07,0
St. Barthelemy,03/01/2014 12:00:00 AM,1,1,1,1
Louisville,03/01/2014 12:00:00 AM,0,0,0,0
Seattle,03/01/2014 12:00:00 AM,0,0,0,0
St. Martin,03/01/2014 12:00:00 AM,1,1,1,1
San Francisco,03/01/2014 12:00:00 AM,0.01,0,0.1,0
Salt Lake City,03/01/2014 12:00:00 AM,0,0,0,0
Salvador,03/01/2014 12:00:00 AM,0,0,0,0
St. Louis,03/01/2014 12:00:00 AM,0,0,0,0
Syracuse,03/01/2014 12:00:00 AM,0,0,0,0
Tegucigalpa,03/01/2014 12:00:00 AM,0,0,0.01,0
Tallahassee,03/01/2014 12:00:00 AM,0.01,0,0.05,0
Tulsa,03/01/2014 12:00:00 AM,0,0,0.01,0
Knoxville,03/01/2014 12:00:00 AM,0,0,0,0
Springdale,03/01/2014 12:00:00 AM,0,0,0.01,0
Ottawa,03/01/2014 12:00:00 AM,0,0,0,0
Quebec City,03/01/2014 12:00:00 AM,0,0,0,0
Toronto,03/01/2014 12:00:00 AM,0,0,0,0
Montreal,03/01/2014 12:00:00 AM,0,0,0,0
French Guiana,03/01/2014 12:00:00 AM,1,1,1,1
Nassau,04/01/2014 12:00:00 AM,0.03,0,0.08,0
Atlantic City,04/01/2014 12:00:00 AM,0,0,0,0
Buenos Aires,04/01/2014 12:00:00 AM,0.04,0,0.46,0
Antigua,04/01/2014 12:00:00 AM,1,1,1,1
Aruba,04/01/2014 12:00:00 AM,0.27,0.03,0.57,0
Anguilla,04/01/2014 12:00:00 AM,1,1,1,1
Barranquilla,04/01/2014 12:00:00 AM,0.01,0,0.02,0
Hartford,04/01/2014 12:00:00 AM,0,0,0,0
Belem,04/01/2014 12:00:00 AM,0.01,0,0.02,0
"Birmingham, US",04/01/2014 12:00:00 AM,0.01,0,0.07,0
Boston,04/01/2014 12:00:00 AM,0,0,0,0
Buffalo,04/01/2014 12:00:00 AM,0,0,0,0
Belize,04/01/2014 12:00:00 AM,0,0,0,0
Akron,04/01/2014 12:00:00 AM,0,0,0,0
Haiti,04/01/2014 12:00:00 AM,0.81,0.07,1,0
Caracas,04/01/2014 12:00:00 AM,0.37,0.05,0.69,0
"Charleston, SC, US",04/01/2014 12:00:00 AM,0.01,0,0.07,0
St. Vincent & Grenadines,04/01/2014 12:00:00 AM,1,1,1,1
Cleveland,04/01/2014 12:00:00 AM,0,0,0,0
Cali,04/01/2014 12:00:00 AM,0.01,0,0.03,0
Belo Horizonte,04/01/2014 12:00:00 AM,0.02,0,0.11,0
"Cordoba, AR",04/01/2014 12:00:00 AM,0.02,0,0.13,0
Cartagena,04/01/2014 12:00:00 AM,0.02,0,0.04,0
Cumana,04/01/2014 12:00:00 AM,0,0,0,0
Cancun,04/01/2014 12:00:00 AM,0.05,0.01,0.11,0
Cincinnati,04/01/2014 12:00:00 AM,0,0,0.03,0
Cayman Islands,04/01/2014 12:00:00 AM,0.01,0,0.03,0
Dallas,04/01/2014 12:00:00 AM,0.08,0,0.47,0
Dayton,04/01/2014 12:00:00 AM,0,0,0.01,0
Denver,04/01/2014 12:00:00 AM,0,0,0,0
Dominica,04/01/2014 12:00:00 AM,1,1,1,1
Des Moines,04/01/2014 12:00:00 AM,0,0,0,0
BVI,04/01/2014 12:00:00 AM,1,1,1,1
El Paso,04/01/2014 12:00:00 AM,0,0,0.01,0
Martinique,04/01/2014 12:00:00 AM,1,1,1,1
Fortaleza,04/01/2014 12:00:00 AM,0,0,0.01,0
Turks & Caicos,04/01/2014 12:00:00 AM,0.07,0,0.19,0
Grand Rapids,04/01/2014 12:00:00 AM,0,0,0,0
Greensboro,04/01/2014 12:00:00 AM,0,0,0.02,0
"Greenville, SC, US",04/01/2014 12:00:00 AM,0,0,0,0
Guayaquil,04/01/2014 12:00:00 AM,0.02,0,0.08,0
Goiania,04/01/2014 12:00:00 AM,0,0,0.01,0
Houston,04/01/2014 12:00:00 AM,0.13,0,0.52,0
Huntsville,04/01/2014 12:00:00 AM,0,0,0.01,0
Wichita,04/01/2014 12:00:00 AM,0,0,0.01,0
Jackson,04/01/2014 12:00:00 AM,0,0,0.02,0
"Jacksonville, FL, US",04/01/2014 12:00:00 AM,0.02,0,0.12,0
Las Vegas,04/01/2014 12:00:00 AM,0,0,0,0
Lubbock,04/01/2014 12:00:00 AM,0,0,0,0
Lexington,04/01/2014 12:00:00 AM,0,0,0.01,0
Little Rock,04/01/2014 12:00:00 AM,0,0,0.02,0
Dominican Rep.,04/01/2014 12:00:00 AM,1,1,1,1
Odessa,04/01/2014 12:00:00 AM,0,0,0,0
Maracaibo,04/01/2014 12:00:00 AM,0.03,0,0.09,0
Kansas City,04/01/2014 12:00:00 AM,0,0,0.01,0
Orlando,04/01/2014 12:00:00 AM,0.32,0,0.79,0
Memphis,04/01/2014 12:00:00 AM,0,0,0.03,0
Managua,04/01/2014 12:00:00 AM,0.03,0,0.07,0
Milwaukee,04/01/2014 12:00:00 AM,0,0,0,0
Monroe,04/01/2014 12:00:00 AM,0,0,0,0
Montserrat,04/01/2014 12:00:00 AM,0,0,0,0
Minneapolis,04/01/2014 12:00:00 AM,0,0,0,0
Maturin,04/01/2014 12:00:00 AM,0,0,0,0
Myrtle Beach,04/01/2014 12:00:00 AM,0.01,0,0.07,0
St. Kitts & Nevis,04/01/2014 12:00:00 AM,1,1,1,1
Oklahoma City,04/01/2014 12:00:00 AM,0,0,0.02,0
Omaha,04/01/2014 12:00:00 AM,0,0,0,0
Norfolk,04/01/2014 12:00:00 AM,0,0,0.03,0
Paramaribo,04/01/2014 12:00:00 AM,0.07,0,0.19,0
Pittsburgh,04/01/2014 12:00:00 AM,0,0,0.01,0
Porlamar,04/01/2014 12:00:00 AM,0,0,0,0
Pensacola,04/01/2014 12:00:00 AM,0.01,0,0.07,0
Trinidad & Tobago,04/01/2014 12:00:00 AM,0.85,0.19,1,0
Guadeloupe,04/01/2014 12:00:00 AM,1,1,1,1
Providence,04/01/2014 12:00:00 AM,0,0,0,0
Recife,04/01/2014 12:00:00 AM,0.01,0,0.02,0
Richmond,04/01/2014 12:00:00 AM,0,0,0.04,0
"Rochester, NY, US",04/01/2014 12:00:00 AM,0,0,0,0
San Salvador,04/01/2014 12:00:00 AM,0.04,0,0.08,0
San Diego,04/01/2014 12:00:00 AM,0,0,0.05,0
San Pedro Sula,04/01/2014 12:00:00 AM,0.02,0,0.06,0
"San Antonio, US",04/01/2014 12:00:00 AM,0.01,0,0.06,0
St. Barthelemy,04/01/2014 12:00:00 AM,1,1,1,1
Seattle,04/01/2014 12:00:00 AM,0,0,0,0
St. Martin,04/01/2014 12:00:00 AM,1,1,1,1
San Francisco,04/01/2014 12:00:00 AM,0.01,0,0.09,0
Salt Lake City,04/01/2014 12:00:00 AM,0,0,0,0
St. Louis,04/01/2014 12:00:00 AM,0.01,0,0.1,0
Syracuse,04/01/2014 12:00:00 AM,0,0,0,0
Tegucigalpa,04/01/2014 12:00:00 AM,0.01,0,0.02,0
Tallahassee,04/01/2014 12:00:00 AM,0.01,0,0.03,0
Knoxville,04/01/2014 12:00:00 AM,0,0,0.02,0
Springdale,04/01/2014 12:00:00 AM,0,0,0.01,0
Ottawa,04/01/2014 12:00:00 AM,0,0,0,0
Quebec City,04/01/2014 12:00:00 AM,0,0,0,0
Toronto,04/01/2014 12:00:00 AM,0.01,0,0.02,0
Montreal,04/01/2014 12:00:00 AM,0,0,0,0
French Guiana,04/01/2014 12:00:00 AM,1,1,1,1
Nassau,05/01/2014 12:00:00 AM,0.03,0,0.08,0
Atlantic City,05/01/2014 12:00:00 AM,0,0,0.04,0
Antigua,05/01/2014 12:00:00 AM,1,1,1,1
Atlanta,05/01/2014 12:00:00 AM,0.38,0,0.94,0
Anguilla,05/01/2014 12:00:00 AM,1,1,1,1
Phoenix,05/01/2014 12:00:00 AM,0.24,0,0.61,0
Barranquilla,05/01/2014 12:00:00 AM,0.04,0,0.09,0
"Birmingham, US",05/01/2014 12:00:00 AM,0.04,0,0.15,0
Nashville,05/01/2014 12:00:00 AM,0.06,0,0.32,0
Bogota,05/01/2014 12:00:00 AM,0.09,0,0.62,0
Bonaire,05/01/2014 12:00:00 AM,0.17,0.02,0.37,0
Buffalo,05/01/2014 12:00:00 AM,0.01,0,0.11,0
Belize,05/01/2014 12:00:00 AM,0.01,0,0.02,0
Akron,05/01/2014 12:00:00 AM,0,0,0.04,0
Haiti,05/01/2014 12:00:00 AM,1,1,1,1
"Charleston, SC, US",05/01/2014 12:00:00 AM,0.06,0,0.19,0
St. Vincent & Grenadines,05/01/2014 12:00:00 AM,1,1,1,1
Cleveland,05/01/2014 12:00:00 AM,0.02,0,0.23,0
Cali,05/01/2014 12:00:00 AM,0.04,0,0.17,0
Belo Horizonte,05/01/2014 12:00:00 AM,0.03,0,0.23,0
"Cordoba, AR",05/01/2014 12:00:00 AM,0.02,0,0.22,0
Cartagena,05/01/2014 12:00:00 AM,0.03,0,0.07,0
Cumana,05/01/2014 12:00:00 AM,0.04,0,0.09,0
Cancun,05/01/2014 12:00:00 AM,0.09,0.01,0.2,0
Curacao,05/01/2014 12:00:00 AM,0.49,0.07,0.83,0
Cincinnati,05/01/2014 12:00:00 AM,0.01,0,0.14,0
Cayman Islands,05/01/2014 12:00:00 AM,0.02,0,0.05,0
Denver,05/01/2014 12:00:00 AM,0,0,0.01,0
Dominica,05/01/2014 12:00:00 AM,1,1,1,1
Des Moines,05/01/2014 12:00:00 AM,0.01,0,0.07,0
BVI,05/01/2014 12:00:00 AM,1,1,1,1
St. Eustatius,05/01/2014 12:00:00 AM,0.33,0.04,0.66,0
Martinique,05/01/2014 12:00:00 AM,1,1,1,1
Fortaleza,05/01/2014 12:00:00 AM,0,0,0,0
"Greenville, SC, US",05/01/2014 12:00:00 AM,0,0,0.03,0
Goiania,05/01/2014 12:00:00 AM,0.01,0,0.04,0
Huntsville,05/01/2014 12:00:00 AM,0.01,0,0.03,0
Wichita,05/01/2014 12:00:00 AM,0.01,0,0.08,0
"Jacksonville, FL, US",05/01/2014 12:00:00 AM,0.11,0,0.29,0
Lubbock,05/01/2014 12:00:00 AM,0.01,0,0.02,0
Lexington,05/01/2014 12:00:00 AM,0,0,0.03,0
Little Rock,05/01/2014 12:00:00 AM,0.02,0,0.1,0
Dominican Rep.,05/01/2014 12:00:00 AM,1,1,1,1
Odessa,05/01/2014 12:00:00 AM,0.01,0,0.02,0
Maracaibo,05/01/2014 12:00:00 AM,0.07,0,0.2,0
Puerto Rico,05/01/2014 12:00:00 AM,1,1,1,1
Kansas City,05/01/2014 12:00:00 AM,0.02,0,0.19,0
Orlando,05/01/2014 12:00:00 AM,0.7,0.09,0.98,0
Memphis,05/01/2014 12:00:00 AM,0.04,0,0.18,0
Mexico City,05/01/2014 12:00:00 AM,0.09,0,0.49,0
Managua,05/01/2014 12:00:00 AM,0.12,0.01,0.28,0
Monroe,05/01/2014 12:00:00 AM,0,0,0.01,0
Montserrat,05/01/2014 12:00:00 AM,0,0,0.01,0
Maturin,05/01/2014 12:00:00 AM,0.04,0,0.09,0
St. Kitts & Nevis,05/01/2014 12:00:00 AM,1,1,1,1
Oklahoma City,05/01/2014 12:00:00 AM,0.03,0,0.12,0
Omaha,05/01/2014 12:00:00 AM,0.01,0,0.1,0
Philadelphia,05/01/2014 12:00:00 AM,0.08,0,0.89,0
Porlamar,05/01/2014 12:00:00 AM,0.05,0.01,0.11,0
Pensacola,05/01/2014 12:00:00 AM,0.03,0,0.1,0
Trinidad & Tobago,05/01/2014 12:00:00 AM,0.93,0.27,1,0
Guadeloupe,05/01/2014 12:00:00 AM,1,1,1,1
Providence,05/01/2014 12:00:00 AM,0,0,0.02,0
Recife,05/01/2014 12:00:00 AM,0.01,0,0.04,0
San Diego,05/01/2014 12:00:00 AM,0.02,0,0.15,0
St. Barthelemy,05/01/2014 12:00:00 AM,1,1,1,1
Seattle,05/01/2014 12:00:00 AM,0,0,0.03,0
St. Martin,05/01/2014 12:00:00 AM,1,1,1,1
San Francisco,05/01/2014 12:00:00 AM,0.02,0,0.21,0
Salt Lake City,05/01/2014 12:00:00 AM,0,0,0.04,0
St. Lucia,05/01/2014 12:00:00 AM,1,1,1,1
USVI,05/01/2014 12:00:00 AM,0.8,0.17,0.99,0
Tegucigalpa,05/01/2014 12:00:00 AM,0.03,0,0.08,0
Tallahassee,05/01/2014 12:00:00 AM,0.02,0,0.07,0
Tampa,05/01/2014 12:00:00 AM,0.36,0.03,0.72,0
Knoxville,05/01/2014 12:00:00 AM,0.01,0,0.07,0
Springdale,05/01/2014 12:00:00 AM,0.01,0,0.06,0
Ottawa,05/01/2014 12:00:00 AM,0,0,0.02,0
Quebec City,05/01/2014 12:00:00 AM,0,0,0,0
French Guiana,05/01/2014 12:00:00 AM,1,1,1,1
Guyana,05/01/2014 12:00:00 AM,1,1,1,1
Atlantic City,06/01/2014 12:00:00 AM,0.07,0,0.35,0
Buenos Aires,06/01/2014 12:00:00 AM,0.02,0,0.14,0
Antigua,06/01/2014 12:00:00 AM,1,1,1,1
Atlanta,06/01/2014 12:00:00 AM,0.92,0.12,1,0
Aruba,06/01/2014 12:00:00 AM,0.32,0.04,0.64,0
Anguilla,06/01/2014 12:00:00 AM,1,1,1,1
Belem,06/01/2014 12:00:00 AM,0.04,0,0.1,0
Bogota,06/01/2014 12:00:00 AM,0.17,0,0.96,0
Bonaire,06/01/2014 12:00:00 AM,0.14,0.02,0.31,0
Buffalo,06/01/2014 12:00:00 AM,0.1,0,0.62,0
Baltimore,06/01/2014 12:00:00 AM,0.46,0,1,0
Belize,06/01/2014 12:00:00 AM,0.03,0,0.08,0
Haiti,06/01/2014 12:00:00 AM,1,1,1,1
Sao Paulo,06/01/2014 12:00:00 AM,0.19,0,1,0
"Charleston, SC, US",06/01/2014 12:00:00 AM,0.28,0.02,0.6,0
St. Vincent & Grenadines,06/01/2014 12:00:00 AM,1,1,1,1
Cali,06/01/2014 12:00:00 AM,0.07,0,0.3,0
Belo Horizonte,06/01/2014 12:00:00 AM,0.07,0,0.57,0
Cumana,06/01/2014 12:00:00 AM,0.1,0.01,0.25,0
Curacao,06/01/2014 12:00:00 AM,0.77,0.16,0.98,0
Cincinnati,06/01/2014 12:00:00 AM,0.33,0,0.92,0
Cayman Islands,06/01/2014 12:00:00 AM,0.03,0,0.08,0
Dayton,06/01/2014 12:00:00 AM,0.12,0,0.47,0
Washington DC,06/01/2014 12:00:00 AM,0.67,0,1,0
Dominica,06/01/2014 12:00:00 AM,1,1,1,1
BVI,06/01/2014 12:00:00 AM,1,1,1,1
El Paso,06/01/2014 12:00:00 AM,0.06,0,0.16,0
New York,06/01/2014 12:00:00 AM,0.97,0,1,0
Martinique,06/01/2014 12:00:00 AM,1,1,1,1
Fortaleza,06/01/2014 12:00:00 AM,0,0,0.01,0
Turks & Caicos,06/01/2014 12:00:00 AM,1,1,1,1
Grenada,06/01/2014 12:00:00 AM,1,1,1,1
Greensboro,06/01/2014 12:00:00 AM,0.12,0,0.36,0
"Greenville, SC, US",06/01/2014 12:00:00 AM,0.03,0,0.11,0
Guayaquil,06/01/2014 12:00:00 AM,0.09,0,0.5,0
Goiania,06/01/2014 12:00:00 AM,0.03,0,0.14,0
Huntsville,06/01/2014 12:00:00 AM,0.09,0,0.26,0
Wichita,06/01/2014 12:00:00 AM,0.13,0,0.35,0
Lubbock,06/01/2014 12:00:00 AM,0.06,0.01,0.15,0
Little Rock,06/01/2014 12:00:00 AM,0.13,0,0.33,0
Dominican Rep.,06/01/2014 12:00:00 AM,1,1,1,1
Odessa,06/01/2014 12:00:00 AM,0.1,0.01,0.22,0
Maracaibo,06/01/2014 12:00:00 AM,0.16,0,0.45,0
Puerto Rico,06/01/2014 12:00:00 AM,1,1,1,1
Memphis,06/01/2014 12:00:00 AM,0.28,0.01,0.64,0
Monroe,06/01/2014 12:00:00 AM,0.03,0,0.07,0
Montserrat,06/01/2014 12:00:00 AM,0,0,0,0
St. Kitts & Nevis,06/01/2014 12:00:00 AM,1,1,1,1
Norfolk,06/01/2014 12:00:00 AM,0.18,0,0.57,0
Pittsburgh,06/01/2014 12:00:00 AM,0.22,0,0.88,0
Porlamar,06/01/2014 12:00:00 AM,0.13,0.01,0.31,0
Guadeloupe,06/01/2014 12:00:00 AM,1,1,1,1
Panama City,06/01/2014 12:00:00 AM,0.9,0.3,1,0
Saba,06/01/2014 12:00:00 AM,0.22,0.03,0.47,0
St. Barthelemy,06/01/2014 12:00:00 AM,1,1,1,1
St. Martin,06/01/2014 12:00:00 AM,1,1,1,1
"San Jose, CR",06/01/2014 12:00:00 AM,0.71,0.1,0.99,0
St. Lucia,06/01/2014 12:00:00 AM,1,1,1,1
St. Louis,06/01/2014 12:00:00 AM,0.6,0.01,0.99,0
USVI,06/01/2014 12:00:00 AM,1,1,1,1
Tegucigalpa,06/01/2014 12:00:00 AM,0.15,0,0.42,0
Tallahassee,06/01/2014 12:00:00 AM,0.11,0.01,0.25,0
Knoxville,06/01/2014 12:00:00 AM,0.14,0,0.45,0
French Guiana,06/01/2014 12:00:00 AM,1,1,1,1
Guyana,06/01/2014 12:00:00 AM,1,1,1,1
Suriname,06/01/2014 12:00:00 AM,1,1,1,1
El Salvador,06/01/2014 12:00:00 AM,1,1,1,1
Atlantic City,07/01/2014 12:00:00 AM,0.26,0,0.66,0
Antigua,07/01/2014 12:00:00 AM,1,1,1,1
Atlanta,07/01/2014 12:00:00 AM,0.98,0.45,1,0
Aruba,07/01/2014 12:00:00 AM,1,1,1,1
Anguilla,07/01/2014 12:00:00 AM,1,1,1,1
Barbados,07/01/2014 12:00:00 AM,1,1,1,1
Bogota,07/01/2014 12:00:00 AM,0.22,0,1,0
Baltimore,07/01/2014 12:00:00 AM,0.82,0,1,0
Haiti,07/01/2014 12:00:00 AM,1,1,1,1
Sao Paulo,07/01/2014 12:00:00 AM,0.3,0,1,0
"Charleston, SC, US",07/01/2014 12:00:00 AM,0.37,0.06,0.7,0
St. Vincent & Grenadines,07/01/2014 12:00:00 AM,1,1,1,1
Cleveland,07/01/2014 12:00:00 AM,0.58,0,1,0
Cali,07/01/2014 12:00:00 AM,0.12,0,0.52,0
Cancun,07/01/2014 12:00:00 AM,0.48,0.1,0.82,0
Cincinnati,07/01/2014 12:00:00 AM,0.57,0.01,0.98,0
Cayman Islands,07/01/2014 12:00:00 AM,1,1,1,1
Dallas,07/01/2014 12:00:00 AM,1,0.91,1,0
Dayton,07/01/2014 12:00:00 AM,0.25,0,0.66,0
Washington DC,07/01/2014 12:00:00 AM,0.96,0.01,1,0
Dominica,07/01/2014 12:00:00 AM,1,1,1,1
BVI,07/01/2014 12:00:00 AM,1,1,1,1
Martinique,07/01/2014 12:00:00 AM,1,1,1,1
Fortaleza,07/01/2014 12:00:00 AM,0,0,0,0
Turks & Caicos,07/01/2014 12:00:00 AM,1,1,1,1
Grenada,07/01/2014 12:00:00 AM,1,1,1,1
Greensboro,07/01/2014 12:00:00 AM,0.24,0.01,0.56,0
"Greenville, SC, US",07/01/2014 12:00:00 AM,0.06,0,0.17,0
Guayaquil,07/01/2014 12:00:00 AM,0.14,0,0.69,0
Goiania,07/01/2014 12:00:00 AM,0.1,0,0.35,0
Huntsville,07/01/2014 12:00:00 AM,0.23,0.02,0.53,0
Lubbock,07/01/2014 12:00:00 AM,0.1,0.01,0.22,0
Lexington,07/01/2014 12:00:00 AM,0.2,0,0.52,0
Dominican Rep.,07/01/2014 12:00:00 AM,1,1,1,1
Odessa,07/01/2014 12:00:00 AM,0.08,0.01,0.19,0
Puerto Rico,07/01/2014 12:00:00 AM,1,1,1,1
Kansas City,07/01/2014 12:00:00 AM,0.69,0.08,0.98,0
Monroe,07/01/2014 12:00:00 AM,0.14,0.02,0.31,0
Montserrat,07/01/2014 12:00:00 AM,0.01,0,0.01,0
Myrtle Beach,07/01/2014 12:00:00 AM,0.36,0.05,0.69,0
St. Kitts & Nevis,07/01/2014 12:00:00 AM,1,1,1,1
Pittsburgh,07/01/2014 12:00:00 AM,0.49,0,0.98,0
Trinidad & Tobago,07/01/2014 12:00:00 AM,1,1,1,1
Guadeloupe,07/01/2014 12:00:00 AM,1,1,1,1
Richmond,07/01/2014 12:00:00 AM,0.51,0.02,0.92,0
San Diego,07/01/2014 12:00:00 AM,0.28,0,0.82,0
"San Antonio, US",07/01/2014 12:00:00 AM,0.77,0.23,0.99,0
St. Barthelemy,07/01/2014 12:00:00 AM,1,1,1,1
St. Martin,07/01/2014 12:00:00 AM,1,1,1,1
St. Lucia,07/01/2014 12:00:00 AM,1,1,1,1
USVI,07/01/2014 12:00:00 AM,1,1,1,1
Tegucigalpa,07/01/2014 12:00:00 AM,0.2,0,0.56,0
Knoxville,07/01/2014 12:00:00 AM,0.17,0,0.44,0
Toronto,07/01/2014 12:00:00 AM,0.84,0,1,0
Florida,07/01/2014 12:00:00 AM,1,1,1,1
Costa Rica,07/01/2014 12:00:00 AM,1,1,1,1
Bahamas,07/01/2014 12:00:00 AM,1,1,1,1
French Guiana,07/01/2014 12:00:00 AM,1,1,1,1
Guyana,07/01/2014 12:00:00 AM,1,1,1,1
Suriname,07/01/2014 12:00:00 AM,1,1,1,1
Venezuela,07/01/2014 12:00:00 AM,1,1,1,1
El Salvador,07/01/2014 12:00:00 AM,1,1,1,1
Panama,07/01/2014 12:00:00 AM,1,1,1,1
Antigua,08/01/2014 12:00:00 AM,1,1,1,1
Aruba,08/01/2014 12:00:00 AM,1,1,1,1
Anguilla,08/01/2014 12:00:00 AM,1,1,1,1
Phoenix,08/01/2014 12:00:00 AM,0.84,0.25,0.99,0
Barbados,08/01/2014 12:00:00 AM,1,1,1,1
Nashville,08/01/2014 12:00:00 AM,0.49,0.04,0.86,0
Baltimore,08/01/2014 12:00:00 AM,0.83,0,1,0
Akron,08/01/2014 12:00:00 AM,0.07,0,0.24,0
Haiti,08/01/2014 12:00:00 AM,1,1,1,1
St. Vincent & Grenadines,08/01/2014 12:00:00 AM,1,1,1,1
Cali,08/01/2014 12:00:00 AM,0.11,0,0.46,0
Cancun,08/01/2014 12:00:00 AM,0.44,0.08,0.76,0
Curacao,08/01/2014 12:00:00 AM,1,1,1,1
Cincinnati,08/01/2014 12:00:00 AM,0.39,0,0.86,0
Cayman Islands,08/01/2014 12:00:00 AM,1,1,1,1
Dayton,08/01/2014 12:00:00 AM,0.2,0,0.56,0
Washington DC,08/01/2014 12:00:00 AM,0.97,0,1,0
Dominica,08/01/2014 12:00:00 AM,1,1,1,1
BVI,08/01/2014 12:00:00 AM,1,1,1,1
El Paso,08/01/2014 12:00:00 AM,0.1,0,0.28,0
Martinique,08/01/2014 12:00:00 AM,1,1,1,1
Turks & Caicos,08/01/2014 12:00:00 AM,1,1,1,1
Grenada,08/01/2014 12:00:00 AM,1,1,1,1
Greensboro,08/01/2014 12:00:00 AM,0.24,0.01,0.56,0
"Greenville, SC, US",08/01/2014 12:00:00 AM,0.1,0,0.3,0
Goiania,08/01/2014 12:00:00 AM,0.08,0,0.21,0
Wichita,08/01/2014 12:00:00 AM,0.2,0.03,0.43,0
Jackson,08/01/2014 12:00:00 AM,0.07,0.01,0.16,0
Jamaica,08/01/2014 12:00:00 AM,1,1,1,1
Lubbock,08/01/2014 12:00:00 AM,0.05,0.01,0.11,0
Lima,08/01/2014 12:00:00 AM,0.18,0,1,0
Little Rock,08/01/2014 12:00:00 AM,0.17,0.02,0.37,0
Dominican Rep.,08/01/2014 12:00:00 AM,1,1,1,1
Odessa,08/01/2014 12:00:00 AM,0.05,0.01,0.13,0
Puerto Rico,08/01/2014 12:00:00 AM,1,1,1,1
Kansas City,08/01/2014 12:00:00 AM,0.46,0.03,0.85,0
Managua,08/01/2014 12:00:00 AM,0.4,0.02,0.79,0
Monroe,08/01/2014 12:00:00 AM,0.02,0,0.05,0
Montserrat,08/01/2014 12:00:00 AM,0,0,0,0
St. Kitts & Nevis,08/01/2014 12:00:00 AM,1,1,1,1
Oklahoma City,08/01/2014 12:00:00 AM,0.34,0.06,0.64,0
Norfolk,08/01/2014 12:00:00 AM,0.35,0.01,0.76,0
Trinidad & Tobago,08/01/2014 12:00:00 AM,1,1,1,1
Guadeloupe,08/01/2014 12:00:00 AM,1,1,1,1
Providence,08/01/2014 12:00:00 AM,0.17,0,0.73,0
Recife,08/01/2014 12:00:00 AM,0.03,0,0.1,0
San Diego,08/01/2014 12:00:00 AM,0.25,0,0.69,0
"San Antonio, US",08/01/2014 12:00:00 AM,0.64,0.15,0.93,0
St. Barthelemy,08/01/2014 12:00:00 AM,1,1,1,1
St. Martin,08/01/2014 12:00:00 AM,1,1,1,1
San Francisco,08/01/2014 12:00:00 AM,0.35,0,0.98,0
St. Lucia,08/01/2014 12:00:00 AM,1,1,1,1
USVI,08/01/2014 12:00:00 AM,1,1,1,1
Tegucigalpa,08/01/2014 12:00:00 AM,0.17,0,0.46,0
Knoxville,08/01/2014 12:00:00 AM,0.13,0,0.35,0
Toronto,08/01/2014 12:00:00 AM,0.77,0,1,0
Florida,08/01/2014 12:00:00 AM,1,1,1,1
Costa Rica,08/01/2014 12:00:00 AM,1,1,1,1
Bahamas,08/01/2014 12:00:00 AM,1,1,1,1
French Guiana,08/01/2014 12:00:00 AM,1,1,1,1
Guyana,08/01/2014 12:00:00 AM,1,1,1,1
Suriname,08/01/2014 12:00:00 AM,1,1,1,1
Venezuela,08/01/2014 12:00:00 AM,1,1,1,1
El Salvador,08/01/2014 12:00:00 AM,1,1,1,1
Panama,08/01/2014 12:00:00 AM,1,1,1,1
Atlantic City,09/01/2014 12:00:00 AM,0.03,0,0.16,0
Antigua,09/01/2014 12:00:00 AM,1,1,1,1
Atlanta,09/01/2014 12:00:00 AM,0.84,0,1,0
Aruba,09/01/2014 12:00:00 AM,1,1,1,1
Anguilla,09/01/2014 12:00:00 AM,1,1,1,1
Phoenix,09/01/2014 12:00:00 AM,0.76,0.2,0.97,0
Barbados,09/01/2014 12:00:00 AM,1,1,1,1
Nashville,09/01/2014 12:00:00 AM,0.29,0,0.76,0
Buffalo,09/01/2014 12:00:00 AM,0.05,0,0.36,0
Baltimore,09/01/2014 12:00:00 AM,0.34,0,0.99,0
Haiti,09/01/2014 12:00:00 AM,1,1,1,1
Sao Paulo,09/01/2014 12:00:00 AM,0.71,0,1,0
St. Vincent & Grenadines,09/01/2014 12:00:00 AM,1,1,1,1
Cancun,09/01/2014 12:00:00 AM,0.4,0.07,0.71,0
Curacao,09/01/2014 12:00:00 AM,1,1,1,1
Cayman Islands,09/01/2014 12:00:00 AM,1,1,1,1
Dallas,09/01/2014 12:00:00 AM,0.96,0.18,1,0
Denver,09/01/2014 12:00:00 AM,0.04,0,0.4,0
Dominica,09/01/2014 12:00:00 AM,1,1,1,1
